"","Week","No_Dep","Mild_Dep","Moderate_Dep","Severe_Dep","All_Dep","Mean_DScore","Treatment","Talk","Prob_of_Talking","Prob_of_Treatment","Environment"
"1",0,941,29.68,14.66,14.66,59,7.16566,96.4,109.22,10.0683009948,8.90493217892,10
"2",1,941.68,29.28,14.64,14.4,58.32,7.1854424781,91.76,106.6,10.07509937064,8.90872314196,10
"3",2,942.54,28.84,14.36,14.26,57.46,7.19993185058,93.78,105.84,10.08037106534,8.9141830705,10
"4",3,942.86,28.86,14.02,14.26,57.14,7.22211318208,94.72,106.88,10.08745073128,8.91805636824,10
"5",4,943.62,28.48,13.96,13.94,56.38,7.23682689546,93.36,106.02,10.09094915988,8.92082231338,10
"6",5,943.88,28.4,13.84,13.88,56.12,7.25867762518,92.14,107.62,10.10042573994,8.92281472778,10
"7",6,944.28,28.14,13.78,13.8,55.72,7.27620482116,93.48,105.54,10.10833263946,8.92717117766,10
"8",7,944.72,27.94,13.58,13.76,55.28,7.29753946982,93.58,106.14,10.11445492642,8.9284724158,10
"9",8,945.3,27.58,13.5,13.62,54.7,7.32048094124,95.16,106.34,10.1211079187,8.93142648452,10
"10",9,945.66,27.34,13.36,13.64,54.34,7.34558435994,91.94,105.86,10.13024531586,8.93561232072,10
"11",10,946.48,26.8,13.12,13.6,53.52,7.3604851488,95.6,107.16,10.13513365096,8.93824755894,10
"12",11,946.76,26.9,12.94,13.4,53.24,7.37795616044,96.06,107.36,10.14096549718,8.94147116196,10
"13",12,946.94,26.98,12.7,13.38,53.06,7.39394957418,95.84,107.26,10.1473924929,8.94313917372,10
"14",13,947.18,26.92,12.68,13.22,52.82,7.40930112602,96.6,107.42,10.15385081224,8.94640317146,10
"15",14,947.52,26.7,12.64,13.14,52.48,7.42893282614,93.22,105.78,10.15888801088,8.94708888792,10
"16",15,948.06,26.42,12.56,12.96,51.94,7.44843445724,93.94,103.8,10.1671013705,8.94787055432,10
"17",16,948.42,26.22,12.38,12.98,51.58,7.46693388518,93.98,108.3,10.17347253898,8.95260999066,10
"18",17,948.84,26.02,12.22,12.92,51.16,7.48442892128,95.56,106.56,10.182914076,8.95433036026,10
"19",18,949.1,25.98,12.16,12.76,50.9,7.50422415932,94.14,107.18,10.18880146508,8.95789779208,10
"20",19,949.48,26.02,11.94,12.56,50.52,7.5210291062,93.8,105.7,10.19702986326,8.96079617208,10
"21",20,949.54,26.08,11.88,12.5,50.46,7.5405837135,95.02,107.04,10.2050221176,8.96726400334,10
"22",21,950.16,25.88,11.5,12.46,49.84,7.55548893642,95.56,107.84,10.20989296678,8.97093893796,10
"23",22,950.44,25.96,11.3,12.3,49.56,7.57777430684,93.62,108.28,10.2179258375,8.97356369658,10
"24",23,950.54,26.18,11.02,12.26,49.46,7.59817570874,93.18,109.04,10.2228960005,8.97987855954,10
"25",24,951.12,25.9,10.82,12.16,48.88,7.61583366742,95.68,106.5,10.22883105808,8.98330912106,10
"26",25,951.28,26.02,10.68,12.02,48.72,7.63414703932,95.32,107.38,10.233183583,8.98914114456,10
"27",26,951.64,25.84,10.58,11.94,48.36,7.65229841698,92.22,107.1,10.2405920018,8.99048639518,10
"28",27,951.84,25.64,10.5,12.02,48.16,7.6712403069,94.6,106.4,10.24898468402,8.99314193756,10
"29",28,951.96,25.86,10.44,11.74,48.04,7.68663893094,95.02,106.98,10.25526517488,8.99691986472,10
"30",29,952.1,26,10.28,11.62,47.9,7.70876682356,94.16,107.02,10.26467495766,9.00075969796,10
"31",30,952.34,25.94,10.06,11.66,47.66,7.73218129156,94.44,106.2,10.2724756865,9.00586613842,10
"32",31,952.48,25.96,10.04,11.52,47.52,7.75002021454,95.8,108.2,10.27644617832,9.01249155224,10
"33",32,952.56,26.12,9.84,11.48,47.44,7.77304136832,94.38,107.04,10.28287724932,9.01781958372,10
"34",33,952.54,26.22,10,11.24,47.46,7.79609211522,96.42,107.06,10.28929534912,9.02421928076,10
"35",34,952.72,26.24,9.98,11.06,47.28,7.81298340458,96.5,105.7,10.29783707848,9.02970875652,10
"36",35,953.02,26.04,9.88,11.06,46.98,7.8319310629,93.22,107.04,10.30462247358,9.03313577792,10
"37",36,953.12,26.08,9.9,10.9,46.88,7.85370580926,94.1,107.5,10.3131082492,9.03757348218,10
"38",37,953.26,26.28,9.72,10.74,46.74,7.87109127122,95.64,108.4,10.3183098187,9.04217838498,10
"39",38,953.18,26.46,9.74,10.62,46.82,7.88554786452,96.76,110.46,10.32525213464,9.04547987046,10
"40",39,953.28,26.46,9.72,10.54,46.72,7.9073223884,95.72,110.1,10.33092590502,9.05077174392,10
"41",40,953.2,26.52,9.84,10.44,46.8,7.9303484824,98.52,106.42,10.3384046181,9.05284871572,10
"42",41,953.06,26.74,9.82,10.38,46.94,7.9543570445,94,108.52,10.3441969263,9.0550352116,10
"43",42,952.92,27.02,9.88,10.18,47.08,7.96724147048,96.06,111.36,10.35109064656,9.0588245453,10
"44",43,953.06,27.14,9.8,10,46.94,7.98047180944,97.6,107.9,10.35800424122,9.0599371236,10
"45",44,953.08,27.36,9.72,9.84,46.92,8.00167795182,96.28,106.68,10.36489397974,9.0622408289,10
"46",45,953.16,27.3,9.74,9.8,46.84,8.02030565818,98.44,108.8,10.37103332522,9.06669850864,10
"47",46,953.04,27.48,9.8,9.68,46.96,8.0415709415,95.2,107.78,10.375800875,9.07278306572,10
"48",47,953.1,27.38,9.84,9.68,46.9,8.06059971948,95.66,110.56,10.38364610216,9.07520549558,10
"49",48,952.98,27.46,9.82,9.74,47.02,8.0846837883,93.88,107.64,10.38970228846,9.08001116692,10
"50",49,953,27.4,9.82,9.78,47,8.10761181162,94.72,110.3,10.39911288908,9.08286662242,10
"51",50,952.72,27.74,9.86,9.68,47.28,8.12959579632,92.98,109.64,10.40396591504,9.0862265393,10
"52",51,952.66,27.96,9.74,9.64,47.34,8.14789106916,96.92,109.7,10.41072887844,9.08947031122,10
"53",52,952.72,28.1,9.62,9.56,47.28,8.16174687746,98.44,109.2,10.41856105154,9.09562083708,10
"54",53,952.56,28.34,9.6,9.5,47.44,8.18421378188,96.68,108.56,10.42754918836,9.09890706146,10
"55",54,952.58,28.32,9.74,9.36,47.42,8.20005984808,94.42,109.82,10.434864963,9.1029938515,10
"56",55,952.8,28.06,9.64,9.5,47.2,8.22188599956,96.46,111.58,10.44451058596,9.10832695102,10
"57",56,952.94,28.22,9.58,9.26,47.06,8.24194086286,95.82,109.6,10.45256607454,9.10837772628,10
"58",57,952.84,28.48,9.44,9.24,47.16,8.2630741377,97.5,111.08,10.45912338164,9.11166070414,10
"59",58,953.18,28.06,9.64,9.12,46.82,8.2814062972,93.92,108.68,10.46546629176,9.11542087522,10
"60",59,953.12,28.18,9.62,9.08,46.88,8.29612580712,95,109.86,10.4704360715,9.12017849072,10
"61",60,952.96,28.32,9.54,9.18,47.04,8.31462993256,92.96,109.68,10.47488937686,9.12312877872,10
"62",61,952.52,28.92,9.48,9.08,47.48,8.33591852948,95.54,110.26,10.48375785088,9.12512894262,10
"63",62,952.28,29.32,9.44,8.96,47.72,8.3565045794,97.7,111.38,10.48960347136,9.12997182064,10
"64",63,952.04,29.36,9.62,8.98,47.96,8.37873644666,97.22,109.64,10.49659028278,9.13309251348,10
"65",64,952.24,29.24,9.68,8.84,47.76,8.40183678992,94.34,108.84,10.50318921708,9.13530281474,10
"66",65,952.18,29.14,9.86,8.82,47.82,8.42261940206,95.96,111.48,10.50612089298,9.13860303932,10
"67",66,952.04,29.34,9.76,8.86,47.96,8.44330671212,96.34,109.66,10.51193003626,9.14377110934,10
"68",67,952.16,29.28,9.8,8.76,47.84,8.45804105164,97.52,111.06,10.51954393922,9.1451655824,10
"69",68,952.12,29.36,9.72,8.8,47.88,8.47608008556,96.16,112.16,10.52499492134,9.14645472514,10
"70",69,951.94,29.56,9.74,8.76,48.06,8.49355106538,99.96,111.38,10.53372262912,9.14654071326,10
"71",70,951.86,29.64,9.82,8.68,48.14,8.50893826284,94.14,109.6,10.539086413,9.15254678428,10
"72",71,951.76,29.64,9.92,8.68,48.24,8.53087252998,95.68,108.12,10.5463725294,9.15658881864,10
"73",72,951.58,29.88,9.84,8.7,48.42,8.54612240882,97.42,109.66,10.5546498486,9.16132341988,10
"74",73,951.58,29.84,9.88,8.7,48.42,8.5614142495,98.14,109.5,10.5627453094,9.16548247198,10
"75",74,951.28,29.86,10.14,8.72,48.72,8.58491543712,96.12,109,10.5683313882,9.16992565978,10
"76",75,951.16,30.1,10.14,8.6,48.84,8.60437890612,96.36,107.54,10.5723147046,9.1744280968,10
"77",76,950.92,30.32,10.2,8.56,49.08,8.62085185538,95.66,110.98,10.5780238766,9.17756976664,10
"78",77,951.06,30.26,10.1,8.58,48.94,8.6425808378,96.86,112.46,10.5869502724,9.18013814932,10
"79",78,951.12,30.2,10.1,8.58,48.88,8.6588975836,96.4,112.38,10.5918730354,9.18187628582,10
"80",79,950.94,30.3,10.12,8.64,49.06,8.67822669072,94.22,108.3,10.598153036,9.18786071598,10
"81",80,950.7,30.56,10.1,8.64,49.3,8.70211863692,93.88,113.98,10.6041885426,9.18978840458,10
"82",81,950.46,30.8,10.22,8.52,49.54,8.72303870176,98.54,111.76,10.611813665,9.19164252992,10
"83",82,950.36,30.82,10.36,8.46,49.64,8.74526819168,94.52,110.02,10.6164734956,9.1949230128,10
"84",83,950.08,31.16,10.38,8.38,49.92,8.7632951768,96.52,110.94,10.6234482462,9.20104194192,10
"85",84,949.88,31.36,10.36,8.4,50.12,8.7828316189,98.52,109.32,10.6329756058,9.2037335859,10
"86",85,949.3,31.62,10.68,8.4,50.7,8.80693437904,98.4,112.2,10.6405011108,9.20593341252,10
"87",86,948.84,31.86,10.88,8.42,51.16,8.82810691436,97.64,111.9,10.646833481,9.21007876104,10
"88",87,948.42,32.18,10.98,8.42,51.58,8.8464687865,97.32,109.26,10.6516381054,9.21476126636,10
"89",88,948.28,32.36,10.88,8.48,51.72,8.86773836082,98.22,112.22,10.6576403996,9.2182037726,10
"90",89,947.9,32.66,10.98,8.46,52.1,8.8873864815,97.26,113.66,10.6663538486,9.22396829838,10
"91",90,947.76,32.56,11.1,8.58,52.24,8.90685241756,95.18,113.86,10.6740777926,9.2305499391,10
"92",91,947.58,32.74,11.06,8.62,52.42,8.92411487322,96.42,111.9,10.6847947288,9.2320482498,10
"93",92,947.2,32.9,11.26,8.64,52.8,8.94482461824,98.76,112.98,10.6896830236,9.23629180246,10
"94",93,946.92,33.08,11.48,8.52,53.08,8.96698320876,96.08,114.62,10.698027578,9.2384921893,10
"95",94,946.68,33.32,11.52,8.48,53.32,8.9880920429,96.82,111.94,10.7056734244,9.2404430613,10
"96",95,946.68,33.16,11.6,8.56,53.32,9.00188293032,97.72,112.22,10.7134741462,9.24649415296,10
"97",96,946.4,33.44,11.6,8.56,53.6,9.02223283076,97.28,111.5,10.7205186096,9.2506948072,10
"98",97,945.96,33.68,11.68,8.68,54.04,9.04093018766,97.84,111.46,10.725785918,9.25831778546,10
"99",98,945.72,33.84,11.66,8.78,54.28,9.06000048416,98.16,112.62,10.7342205336,9.26324340868,10
"100",99,945.52,33.98,11.8,8.7,54.48,9.0777262714,97.46,112.7,10.7405812828,9.26818143214,10
"101",100,945.16,34.22,11.94,8.68,54.84,9.1013729566,97.88,111.26,10.7454307884,9.27168192608,10
"102",101,944.6,34.7,12.02,8.68,55.4,9.11867812878,98.6,114.42,10.7519956006,9.2738955352,10
"103",102,944.48,34.64,12.16,8.72,55.52,9.1369620765,97.16,113.28,10.761498131,9.28090466698,10
"104",103,944.24,34.66,12.32,8.78,55.76,9.15698235642,97.46,113.98,10.7688278966,9.28397462384,10
"105",104,943.88,34.82,12.42,8.88,56.12,9.1768084019,97.52,112.74,10.7762474762,9.28876339496,10
"106",0,941.94,28.56,14.04,15.46,58.06,7.19072,91.86,206.08,20.0460651762,8.86971933314,20
"107",1,942.74,28.38,13.66,15.22,57.26,7.20441842204,95.28,202.5,20.0620348566,8.87735234966,20
"108",2,943.38,27.98,13.48,15.16,56.62,7.22517245434,92.94,207.48,20.0761994038,8.88424560952,20
"109",3,944,27.68,13.4,14.92,56,7.24251884626,94.38,208.84,20.0903382898,8.88931992244,20
"110",4,944.54,27.34,13.38,14.74,55.46,7.2623842416,93.06,203.98,20.102371734,8.89405260416,20
"111",5,945.44,26.76,13.18,14.62,54.56,7.27601628712,95.22,206.54,20.1185368044,8.90197727448,20
"112",6,946.18,26.4,12.88,14.54,53.82,7.29724015552,93.32,206.62,20.1342720216,8.9100077552,20
"113",7,946.72,26.3,12.66,14.32,53.28,7.31956494568,92.2,207.74,20.1451183564,8.91911601994,20
"114",8,947.38,25.84,12.46,14.32,52.62,7.3399675096,94.56,208.42,20.1562495564,8.92703738484,20
"115",9,947.8,25.62,12.34,14.24,52.2,7.3550280765,92.74,204.3,20.1664749804,8.9367987099,20
"116",10,948.24,25.54,12.12,14.1,51.76,7.37866246984,94.4,205.98,20.178057892,8.94589978356,20
"117",11,948.8,25.4,11.9,13.9,51.2,7.39376691966,96.38,205.9,20.194506852,8.95111625364,20
"118",12,949.04,25.5,11.68,13.78,50.96,7.41419467936,95.06,206.86,20.2050482056,8.95766034232,20
"119",13,949.58,25.36,11.44,13.62,50.42,7.433574697,93.7,209.64,20.2194910148,8.9656440375,20
"120",14,950.04,25.3,11.24,13.42,49.96,7.4503275582,92.1,205.56,20.2335852292,8.9701594934,20
"121",15,950.24,25.06,11.28,13.42,49.76,7.47074474836,95.26,207,20.2453955908,8.97666721944,20
"122",16,950.32,25.2,11.18,13.3,49.68,7.49509301994,93,207.9,20.2607240572,8.9840883323,20
"123",17,950.42,25.1,11.26,13.22,49.58,7.51738837212,95.26,206.9,20.2750564938,8.99312483446,20
"124",18,950.82,24.9,11.18,13.1,49.18,7.53441095968,94.82,206.12,20.291171541,9.00200402224,20
"125",19,951,24.98,11,13.02,49,7.55403761684,94.16,207.2,20.3046696436,9.01009826416,20
"126",20,951.12,24.92,11.02,12.94,48.88,7.57595958706,94.04,208.36,20.3178992162,9.0165520431,20
"127",21,951.2,25.06,10.92,12.82,48.8,7.59413611466,96.32,208.9,20.3321823812,9.021612349,20
"128",22,951.42,25.1,10.78,12.7,48.58,7.61599031588,95.28,212.42,20.3442473844,9.03102137528,20
"129",23,951.54,25.3,10.56,12.6,48.46,7.63770781878,93.18,208.76,20.357476397,9.03664181248,20
"130",24,951.92,25.26,10.44,12.38,48.08,7.65627748076,94.98,208.66,20.3700718242,9.04244582774,20
"131",25,952.08,25.38,10.3,12.24,47.92,7.67646303066,95.94,209.7,20.3860993598,9.05028714502,20
"132",26,952.18,25.36,10.42,12.04,47.82,7.69850251346,95.04,209.32,20.400422361,9.05726130064,20
"133",27,952.68,25.3,10.22,11.8,47.32,7.71203216312,94.94,210.12,20.4156350406,9.061092099,20
"134",28,952.62,25.62,10.02,11.74,47.38,7.73414481908,93.5,205.64,20.4296749358,9.06779381024,20
"135",29,952.66,25.78,9.94,11.62,47.34,7.75847238694,94.56,210.12,20.4434777198,9.07283839608,20
"136",30,953.08,25.7,9.72,11.5,46.92,7.77456731092,96.6,209.4,20.457487577,9.0779573953,20
"137",31,953.3,25.54,9.54,11.62,46.7,7.79548767178,96.36,211.9,20.472100121,9.0851482451,20
"138",32,953.38,25.8,9.46,11.36,46.62,7.81788498506,97.38,205.98,20.4875967806,9.09140498546,20
"139",33,953.84,25.7,9.2,11.26,46.16,7.83953803748,97.22,211.3,20.5019340302,9.09895212636,20
"140",34,954.14,25.74,9.08,11.04,45.86,7.85506802328,94.92,210.64,20.5172197832,9.1087119474,20
"141",35,954.1,25.92,9.16,10.82,45.9,7.87352127756,97.16,210.88,20.5303214362,9.11514706144,20
"142",36,954.34,25.92,8.86,10.88,45.66,7.89476639976,98.24,209.64,20.541291139,9.1261468211,20
"143",37,954.48,25.86,8.92,10.74,45.52,7.91369002394,96.86,205.76,20.5540270432,9.1331872305,20
"144",38,954.48,26.14,8.9,10.48,45.52,7.93323867324,97.14,213.02,20.564888214,9.141822276,20
"145",39,954.74,26.04,8.86,10.36,45.26,7.95231735858,96.42,211.72,20.5784637452,9.15159806724,20
"146",40,954.8,26.14,8.76,10.3,45.2,7.96936564186,96.44,210.54,20.5900143952,9.15865611644,20
"147",41,954.64,26.46,8.78,10.12,45.36,7.98700861804,95.68,209.34,20.6040826752,9.16704137454,20
"148",42,954.72,26.52,8.66,10.1,45.28,8.0068603489,96.76,210.5,20.6159474476,9.17160462508,20
"149",43,955.04,26.36,8.6,10,44.96,8.02133891786,96.7,212.36,20.6303159954,9.17840013218,20
"150",44,955.12,26.3,8.56,10.02,44.88,8.03901470798,95.44,209.92,20.6448028194,9.18557441808,20
"151",45,955.08,26.34,8.78,9.8,44.92,8.05234235734,97.68,211.9,20.6581986412,9.1942510371,20
"152",46,954.72,26.72,8.7,9.86,45.28,8.07389580288,97.46,214.74,20.6701737362,9.2035857662,20
"153",47,954.68,27,8.58,9.74,45.32,8.09486169942,98.34,215.98,20.6852271116,9.20956721774,20
"154",48,954.66,27.02,8.68,9.64,45.34,8.11129569374,96.32,212,20.6950796098,9.22013686774,20
"155",49,954.52,27.06,8.88,9.54,45.48,8.12978763426,97.16,209,20.7080769574,9.22698415696,20
"156",50,954.68,26.8,9.08,9.44,45.32,8.14224243016,97.96,212.6,20.720414668,9.2332220559,20
"157",51,954.66,26.86,9.04,9.44,45.34,8.16239069346,97.6,214.02,20.7357367078,9.23912905698,20
"158",52,954.6,27.08,9.1,9.22,45.4,8.1828488521,96.98,213.02,20.7516323352,9.24679513828,20
"159",53,954.66,27.14,9.18,9.02,45.34,8.20409218132,98.3,213.16,20.7631959904,9.25575319544,20
"160",54,954.7,27.18,9.18,8.94,45.3,8.22390872988,97.56,211.28,20.7760470918,9.26594063876,20
"161",55,954.64,27.48,9.18,8.7,45.36,8.2397340352,98.24,213.24,20.789521372,9.27274108358,20
"162",56,954.68,27.42,9.28,8.62,45.32,8.25990530514,96.06,211.88,20.8005074668,9.28324662452,20
"163",57,954.7,27.5,9.24,8.56,45.3,8.27088801034,97.72,212.76,20.8130051012,9.2912244745,20
"164",58,954.7,27.5,9.34,8.46,45.3,8.28871651964,98.26,211.9,20.8246104872,9.298490754,20
"165",59,954.44,27.66,9.46,8.44,45.56,8.30689026684,98.9,216.92,20.840684623,9.30487865744,20
"166",60,954.22,27.94,9.4,8.44,45.78,8.32742354774,99.8,214.98,20.8540849536,9.31342062022,20
"167",61,954.16,27.8,9.6,8.44,45.84,8.34748923998,98.28,210.28,20.866521576,9.31952661532,20
"168",62,954.16,27.88,9.66,8.3,45.84,8.3613957269,98.68,213.78,20.8778373398,9.32704565046,20
"169",63,954.06,28.04,9.7,8.2,45.94,8.3791871651,98.4,213.36,20.8913348786,9.33526256424,20
"170",64,953.84,28.12,9.82,8.22,46.16,8.3963466857,97.7,213.4,20.9062391446,9.34672746234,20
"171",65,953.84,28.16,9.9,8.1,46.16,8.41262407668,95.88,215.02,20.918402265,9.35284645152,20
"172",66,953.82,28.36,9.88,7.94,46.18,8.4327128565,100.32,212.72,20.932200962,9.3626768945,20
"173",67,953.56,28.5,9.94,8,46.44,8.45208337846,98.26,216.78,20.9450041218,9.37042300682,20
"174",68,953.52,28.66,9.86,7.96,46.48,8.46887335638,99.14,214.9,20.9572470942,9.37538156872,20
"175",69,953.18,28.88,9.98,7.96,46.82,8.48955342262,96.64,214,20.9724421002,9.38421221504,20
"176",70,952.98,29.16,9.94,7.92,47.02,8.5061001572,100.16,215.36,20.983075959,9.3890585281,20
"177",71,952.88,29.18,10.1,7.84,47.12,8.52849227632,98.9,219.44,20.9969405406,9.39709571806,20
"178",72,952.7,29.2,10.26,7.84,47.3,8.54775322032,99.16,215.3,21.0094256342,9.40496198952,20
"179",73,952.68,29.28,10.24,7.8,47.32,8.56406620208,100.42,214.7,21.021356133,9.41242699734,20
"180",74,952.26,29.62,10.32,7.8,47.74,8.58656752494,98.74,213.96,21.036617098,9.42112319372,20
"181",75,952.2,29.7,10.26,7.84,47.8,8.60840496942,97.08,216.42,21.0501776436,9.42842359624,20
"182",76,951.78,29.92,10.5,7.8,48.22,8.62816487566,98.1,214.04,21.063057523,9.4386412923,20
"183",77,951.3,30.22,10.62,7.86,48.7,8.6478167197,98.98,216.62,21.077279918,9.44529948554,20
"184",78,951.04,30.46,10.6,7.9,48.96,8.66654397132,99.86,217.86,21.0954999744,9.45374363862,20
"185",79,950.9,30.58,10.62,7.9,49.1,8.68535845926,102.48,215.38,21.1083184646,9.46042798214,20
"186",80,950.72,30.7,10.68,7.9,49.28,8.70352291164,101.14,218,21.119296437,9.47029815682,20
"187",81,950.3,31.18,10.72,7.8,49.7,8.72027183446,98.56,214.78,21.1372257696,9.4768727961,20
"188",82,950.14,31.18,10.84,7.84,49.86,8.73864284838,100.9,216.16,21.149953083,9.48467546418,20
"189",83,950.08,30.98,11.02,7.92,49.92,8.75443708914,99.4,216.56,21.1620552588,9.49357810144,20
"190",84,949.76,31.28,11.14,7.82,50.24,8.7737031559,101.22,213.14,21.17429685,9.49945453014,20
"191",85,949.34,31.7,11.14,7.82,50.66,8.79598703212,100.68,217.1,21.1874827906,9.50809877868,20
"192",86,949.2,31.82,11.14,7.84,50.8,8.81354921182,101.08,217.04,21.2042542156,9.51483030618,20
"193",87,949.02,31.8,11.22,7.96,50.98,8.82647110234,100.96,216.24,21.2173514072,9.52264283738,20
"194",88,948.66,31.86,11.52,7.96,51.34,8.84674406288,100.16,213.04,21.2316490486,9.53120093128,20
"195",89,948.18,32.3,11.5,8.02,51.82,8.86855247494,99.82,217.74,21.2473128632,9.5412841701,20
"196",90,948,32.5,11.38,8.12,52,8.88887552864,100.28,219.44,21.2606670962,9.55129902966,20
"197",91,947.62,32.9,11.36,8.12,52.38,8.90509336184,101.18,217.32,21.2749853896,9.55863943516,20
"198",92,947.24,33.18,11.54,8.04,52.76,8.9248953418,101.2,218.7,21.287288353,9.56583608932,20
"199",93,946.8,33.58,11.58,8.04,53.2,8.94743643946,101.86,220.74,21.303088616,9.5737071286,20
"200",94,946.34,33.8,11.72,8.14,53.66,8.96815014092,101.62,219.04,21.313582295,9.58104913258,20
"201",95,946.2,34.02,11.68,8.1,53.8,8.982094597,102.58,217.7,21.3284858264,9.5884322257,20
"202",96,945.74,34.26,11.88,8.12,54.26,9.00247931218,101.74,218.68,21.3423739616,9.59552238094,20
"203",97,945.42,34.4,12.12,8.06,54.58,9.01653016418,100.92,214.42,21.3515172002,9.60045907872,20
"204",98,944.9,34.7,12.22,8.18,55.1,9.03971153386,102.74,219.62,21.3648258346,9.60811770754,20
"205",99,944.76,34.86,12.16,8.22,55.24,9.05527227168,102.48,218.88,21.3796979472,9.61705306658,20
"206",100,944.4,35.04,12.34,8.22,55.6,9.0766107119,102.72,219.7,21.395879819,9.62518128382,20
"207",101,943.8,35.6,12.3,8.3,56.2,9.09358344616,102.7,219.18,21.4117228078,9.63372906126,20
"208",102,943.44,35.64,12.48,8.44,56.56,9.1135083753,101.32,221.14,21.4235378048,9.6438269346,20
"209",103,943.22,35.7,12.58,8.5,56.78,9.13033076356,102.88,221.52,21.4369453056,9.6501537446,20
"210",104,942.5,36.18,12.88,8.44,57.5,9.15150129356,101.92,220.34,21.4484029404,9.65725150626,20
