[run number],initial-people,environment,healthy-treatment-chance,dep-treatment-chance,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]"
2,1000,20,7.7,28,0,941,26,13,20,59,7.432,104,199,19.62354535,8.921789153,6.336397059,8.739035088,530,14,411,45,544,456
5,1000,20,7.7,28,0,949,19,18,14,51,7.031,81,204,20.13365112,8.689518946,6.169421488,7.839147287,469,15,480,36,484,516
6,1000,20,7.7,28,0,942,28,14,16,58,7.222,86,231,20.0365097,8.945570593,6.458158996,7.921455939,459,19,483,39,478,522
4,1000,20,7.7,28,0,929,31,22,18,71,7.341,101,206,19.97170515,9.022727428,6.081871345,8.667351129,493,20,436,51,513,487
8,1000,20,7.7,28,0,939,19,22,20,61,7.401,83,221,19.95859551,8.890608083,6.525911708,8.352818372,505,16,434,45,521,479
3,1000,20,7.7,28,0,928,35,20,17,72,7.601,97,186,20.2036562,9.187832911,6.597222222,8.620967742,478,26,450,46,504,496
7,1000,20,7.7,28,0,951,25,15,9,49,6.884,91,230,19.80137845,8.660078536,6.16015625,7.643442623,493,19,458,30,512,488
1,1000,20,7.7,28,0,949,28,11,12,51,6.909,96,214,20.01033916,8.7560907,5.984126984,7.848790323,492,12,457,39,504,496
2,1000,20,7.7,28,1,941,26,13,20,59,7.455656731,96,159,19.63761969,8.930417602,6.350327607,8.774294984,530,14,411,45,544,456
5,1000,20,7.7,28,1,949,21,18,12,51,7.018601634,92,204,20.14270095,8.692249226,6.136860651,7.845661005,469,15,480,36,484,516
8,1000,20,7.7,28,1,940,19,21,20,60,7.43949989,102,212,19.98317817,8.910779159,6.589998165,8.363488196,505,16,435,44,521,479
4,1000,20,7.7,28,1,930,31,22,17,70,7.359540753,96,210,19.98906763,9.048175869,6.112768492,8.672875805,493,20,437,50,513,487
7,1000,20,7.7,28,1,951,26,14,9,49,6.89626891,113,211,19.81019794,8.679649272,6.181179964,7.646526165,493,19,458,30,512,488
6,1000,20,7.7,28,1,943,27,15,15,57,7.224994198,100,219,20.04670844,8.971526109,6.4792965,7.907836152,459,19,484,38,478,522
1,1000,20,7.7,28,1,951,27,11,11,49,6.879596332,95,186,20.03131208,8.73476662,5.989736403,7.783808842,492,12,459,37,504,496
3,1000,20,7.7,28,1,931,33,19,17,69,7.603629608,113,209,20.21666537,9.20460278,6.603033538,8.620364323,479,25,452,44,504,496
2,1000,20,7.7,28,2,940,28,13,19,60,7.483002483,85,195,19.66238329,8.926009959,6.380117973,8.798724355,529,15,411,45,544,456
5,1000,20,7.7,28,2,949,21,18,12,51,7.075538846,94,208,20.14587143,8.683379402,6.228127064,7.87039796,469,15,480,36,484,516
8,1000,20,7.7,28,2,939,20,21,20,61,7.4982518,86,206,19.99728479,8.923715408,6.632101598,8.440348367,504,17,435,44,521,479
4,1000,20,7.7,28,2,931,30,21,18,69,7.377233177,95,185,20.00811869,9.045492914,6.113890451,8.708023359,494,19,437,50,513,487
7,1000,20,7.7,28,2,951,26,14,9,49,6.901807479,97,200,19.82076892,8.686727342,6.184335651,7.654564807,493,19,458,30,512,488
6,1000,20,7.7,28,2,943,27,15,15,57,7.219876944,98,204,20.04689589,8.979731814,6.453946144,7.921246528,459,19,484,38,478,522
1,1000,20,7.7,28,2,952,26,12,10,48,6.86548539,94,215,20.05681644,8.744881606,6.009880017,7.73489085,492,12,460,36,504,496
3,1000,20,7.7,28,2,932,32,19,17,68,7.606078529,92,214,20.24022792,9.204504333,6.648201241,8.579405451,479,25,453,43,504,496
2,1000,20,7.7,28,3,941,27,14,18,59,7.520746813,78,210,19.67829169,8.948741965,6.468642035,8.775889355,529,15,412,44,544,456
5,1000,20,7.7,28,3,949,21,18,12,51,7.109215394,87,170,20.15761086,8.691713437,6.232446381,7.931611134,469,15,480,36,484,516
8,1000,20,7.7,28,3,940,20,21,19,60,7.499974812,90,227,20.03519402,8.933284767,6.660853557,8.412672462,504,17,436,43,521,479
4,1000,20,7.7,28,3,936,29,18,17,64,7.342616219,90,206,20.01261331,9.066085486,6.153441893,8.595278291,494,19,442,45,513,487
7,1000,20,7.7,28,3,952,23,16,9,48,6.933501841,77,205,19.84020309,8.687366388,6.222742575,7.679216481,493,19,459,29,512,488
6,1000,20,7.7,28,3,943,28,16,13,57,7.195146679,88,191,20.07276989,8.992182492,6.460528715,7.867842823,459,19,484,38,478,522
3,1000,20,7.7,28,3,934,31,18,17,66,7.610159529,93,214,20.24927884,9.215116739,6.656645597,8.579052719,480,24,454,42,504,496
1,1000,20,7.7,28,3,953,25,12,10,47,6.887429999,105,207,20.05477085,8.744104416,6.036174024,7.75241591,492,12,461,35,504,496
2,1000,20,7.7,28,4,940,27,15,18,60,7.563613568,73,185,19.6900217,8.943541428,6.541444441,8.783043404,528,16,412,44,544,456
5,1000,20,7.7,28,4,948,21,19,12,52,7.127977717,93,190,20.17716363,8.693847341,6.245781859,7.955463755,469,15,479,37,484,516
8,1000,20,7.7,28,4,942,20,19,19,58,7.525616601,108,228,20.03740797,8.942312017,6.73747175,8.382868097,504,17,438,41,521,479
4,1000,20,7.7,28,4,935,29,19,17,65,7.366422926,99,208,20.02473957,9.089381779,6.173619609,8.622907734,494,19,441,46,513,487
7,1000,20,7.7,28,4,953,22,16,9,47,6.950430432,97,223,19.84045929,8.695697579,6.234993943,7.701052323,493,19,460,28,512,488
6,1000,20,7.7,28,4,943,28,16,13,57,7.195738342,101,214,20.08375021,8.993751482,6.47687647,7.854006493,459,19,484,38,478,522
3,1000,20,7.7,28,4,934,30,19,17,66,7.608856225,96,203,20.24701999,9.22215507,6.684437963,8.54818446,480,24,454,42,504,496
2,1000,20,7.7,28,5,939,28,16,17,61,7.5940462,91,223,19.72302747,8.951873576,6.569198808,8.816671159,528,16,411,45,544,456
1,1000,20,7.7,28,4,953,26,13,8,47,6.91578785,97,197,20.0897498,8.746134458,6.082860787,7.762149222,493,11,460,36,504,496
5,1000,20,7.7,28,5,949,22,18,11,51,7.127988954,102,201,20.18763209,8.699887984,6.248128833,7.953284106,471,13,478,38,484,516
8,1000,20,7.7,28,5,942,22,19,17,58,7.50117859,94,191,20.05264782,8.955563353,6.738751396,8.330457438,504,17,438,41,521,479
4,1000,20,7.7,28,5,940,27,16,17,60,7.355916297,100,207,20.03009534,9.087739672,6.184506346,8.589865588,495,18,445,42,513,487
7,1000,20,7.7,28,5,954,20,16,10,46,6.993880227,91,197,19.85256392,8.71749245,6.291441914,7.730864688,493,19,461,27,512,488
6,1000,20,7.7,28,5,943,28,16,13,57,7.213909912,99,233,20.113187,8.982675521,6.485075819,7.881309714,460,18,483,39,478,522
3,1000,20,7.7,28,5,936,28,19,17,64,7.598496869,105,203,20.2471443,9.227064174,6.657868489,8.554296674,482,22,454,42,504,496
2,1000,20,7.7,28,6,938,29,16,17,62,7.622180263,93,228,19.76103928,8.95407949,6.591275429,8.852031643,527,17,411,45,544,456
1,1000,20,7.7,28,5,956,24,12,8,44,6.915200808,94,207,20.11429022,8.74312278,6.043802364,7.800654066,495,9,461,35,504,496
5,1000,20,7.7,28,6,950,22,18,10,50,7.156959283,89,228,20.19623028,8.693930194,6.303209432,7.957763406,471,13,479,37,484,516
4,1000,20,7.7,28,6,940,26,15,19,60,7.419098892,77,217,20.04946265,9.092221086,6.232547081,8.668998438,495,18,445,42,513,487
8,1000,20,7.7,28,6,942,22,19,17,58,7.564656866,97,205,20.08686425,8.952306497,6.781951884,8.415991513,504,17,438,41,521,479
7,1000,20,7.7,28,6,956,19,16,9,44,7.005908925,103,203,19.85369623,8.71304967,6.342342887,7.702109358,493,19,463,25,512,488
6,1000,20,7.7,28,6,944,27,16,13,56,7.246218229,92,220,20.14686793,9.009969381,6.517277177,7.913715975,460,18,484,38,478,522
3,1000,20,7.7,28,6,938,27,18,17,62,7.581642156,100,192,20.23708688,9.235695321,6.638987018,8.539501409,483,21,455,41,504,496
2,1000,20,7.7,28,7,938,30,16,16,62,7.648793176,96,186,19.76772292,8.94917237,6.64035757,8.851839162,527,17,411,45,544,456
1,1000,20,7.7,28,6,956,26,11,7,44,6.922944359,77,184,20.12169948,8.749222869,6.044964329,7.815085357,495,9,461,35,504,496
5,1000,20,7.7,28,7,950,23,17,10,50,7.164860954,86,222,20.21085258,8.691724355,6.316182469,7.960908215,470,14,480,36,484,516
7,1000,20,7.7,28,7,957,18,16,9,43,7.046037133,93,210,19.88423307,8.72094234,6.384084125,7.740545207,494,18,463,25,512,488
4,1000,20,7.7,28,7,940,26,15,19,60,7.451305185,107,231,20.06425234,9.117191797,6.270186626,8.695481408,495,18,445,42,513,487
8,1000,20,7.7,28,7,944,24,16,16,56,7.56318383,83,216,20.10316226,8.976087752,6.734003864,8.46506851,506,15,438,41,521,479
3,1000,20,7.7,28,7,941,25,17,17,59,7.602059867,86,204,20.26640574,9.256205283,6.668922167,8.550248175,484,20,457,39,504,496
6,1000,20,7.7,28,7,946,26,16,12,54,7.258307783,98,207,20.15503524,9.024282024,6.562059174,7.895868769,460,18,486,36,478,522
2,1000,20,7.7,28,8,938,30,15,17,62,7.68945931,82,214,19.75903732,8.960824433,6.705249355,8.863604519,527,17,411,45,544,456
5,1000,20,7.7,28,8,950,22,17,11,50,7.22925151,89,216,20.20988004,8.677848252,6.393765471,8.012924461,470,14,480,36,484,516
1,1000,20,7.7,28,7,955,27,11,7,45,7.011203571,91,205,20.15006894,8.758581864,6.140227123,7.896228025,494,10,461,35,504,496
7,1000,20,7.7,28,8,958,17,16,9,42,7.092801008,81,196,19.9063878,8.727871062,6.453651421,7.763384182,494,18,464,24,512,488
4,1000,20,7.7,28,8,939,27,15,19,61,7.498226574,93,200,20.08398084,9.129275003,6.330118318,8.728697898,494,19,445,42,513,487
8,1000,20,7.7,28,8,945,23,16,16,55,7.583554415,92,216,20.10920831,8.98323463,6.751677063,8.488372996,506,15,439,40,521,479
3,1000,20,7.7,28,8,941,25,17,17,59,7.645701808,87,197,20.27345136,9.256160584,6.7005484,8.606099625,484,20,457,39,504,496
6,1000,20,7.7,28,8,947,26,15,12,53,7.246158927,100,214,20.17538277,9.027375999,6.547624872,7.885812717,461,17,486,36,478,522
2,1000,20,7.7,28,9,939,30,14,17,61,7.756906476,104,186,19.76692529,8.968324794,6.771822955,8.932093834,528,16,411,45,544,456
5,1000,20,7.7,28,9,950,22,17,11,50,7.224178996,99,220,20.21592093,8.696426636,6.394469403,8.002433731,470,14,480,36,484,516
1,1000,20,7.7,28,8,956,26,11,7,44,7.022732584,93,216,20.14836,8.761753086,6.186995444,7.871949355,494,10,462,34,504,496
7,1000,20,7.7,28,9,958,17,16,9,42,7.137598816,88,190,19.91728497,8.725715058,6.495917245,7.810838497,494,18,464,24,512,488
4,1000,20,7.7,28,9,940,27,14,19,60,7.529565641,91,185,20.0819118,9.13191262,6.359077695,8.762543703,494,19,446,41,513,487
8,1000,20,7.7,28,9,947,21,16,16,53,7.570173184,107,225,20.12006578,8.981325569,6.783117074,8.426240476,506,15,441,38,521,479
3,1000,20,7.7,28,9,939,27,17,17,61,7.673883155,90,202,20.29313853,9.266783716,6.724272689,8.63880992,483,21,456,40,504,496
6,1000,20,7.7,28,9,951,23,14,12,49,7.251794301,106,183,20.17832235,9.037984555,6.57019257,7.875943014,461,17,490,32,478,522
2,1000,20,7.7,28,10,937,32,13,18,63,7.787740743,98,204,19.78200057,8.976790738,6.785873164,8.982951189,528,16,409,47,544,456
5,1000,20,7.7,28,10,950,22,17,11,50,7.233244428,107,204,20.23941927,8.692268731,6.410323706,8.005131307,470,14,480,36,484,516
7,1000,20,7.7,28,10,959,17,15,9,41,7.137761547,90,199,19.92693291,8.742326584,6.507076293,7.79946411,494,18,465,23,512,488
8,1000,20,7.7,28,10,947,20,17,16,53,7.584301341,99,234,20.12479168,8.982396508,6.794989708,8.442821928,506,15,441,38,521,479
1,1000,20,7.7,28,9,957,25,11,7,43,7.043671617,80,193,20.1722498,8.756787871,6.183701424,7.917512296,495,9,462,34,504,496
4,1000,20,7.7,28,10,940,27,14,19,60,7.553909118,82,185,20.07897617,9.152754558,6.361168991,8.810327363,494,19,446,41,513,487
3,1000,20,7.7,28,10,940,26,18,16,60,7.700002081,82,222,20.3133113,9.273424793,6.768790185,8.646233522,484,20,456,40,504,496
6,1000,20,7.7,28,10,952,22,14,12,48,7.286317171,104,210,20.18042739,9.051399593,6.614016569,7.901948756,461,17,491,31,478,522
2,1000,20,7.7,28,11,939,31,13,17,61,7.790526214,112,185,19.80837764,8.994992728,6.808097624,8.962546285,529,15,410,46,544,456
5,1000,20,7.7,28,11,951,22,17,10,49,7.237713631,102,197,20.25892466,8.689988004,6.383374909,8.039070108,471,13,480,36,484,516
7,1000,20,7.7,28,11,960,17,14,9,40,7.165282075,76,210,19.94260454,8.73911552,6.551346737,7.809410953,495,17,465,23,512,488
8,1000,20,7.7,28,11,946,22,17,15,54,7.608320629,80,193,20.13987768,8.98266279,6.833073194,8.451543831,506,15,440,39,521,479
4,1000,20,7.7,28,11,941,26,14,19,59,7.577836063,99,190,20.09653004,9.175300937,6.409978363,8.808043456,494,19,447,40,513,487
1,1000,20,7.7,28,10,958,25,10,7,42,7.081782464,95,210,20.16851871,8.759209534,6.263019873,7.913750904,495,9,463,33,504,496
3,1000,20,7.7,28,11,940,26,18,16,60,7.731558043,85,202,20.33371461,9.274121026,6.798352067,8.679815729,483,21,457,39,504,496
2,1000,20,7.7,28,12,939,31,13,17,61,7.809889977,99,181,19.82533101,9.008145678,6.843155505,8.963187242,529,15,410,46,544,456
6,1000,20,7.7,28,11,952,21,15,12,48,7.285337703,90,220,20.19016413,9.060825982,6.614450937,7.899674627,461,17,491,31,478,522
5,1000,20,7.7,28,12,952,22,16,10,48,7.206625153,93,210,20.25589223,8.693193557,6.357658301,8.002942897,472,12,480,36,484,516
7,1000,20,7.7,28,12,960,17,13,10,40,7.183728409,77,224,19.96009815,8.74219017,6.571030829,7.826558657,495,17,465,23,512,488
8,1000,20,7.7,28,12,944,24,17,15,56,7.671775849,87,193,20.14194769,8.974673131,6.90299754,8.507962695,504,17,440,39,521,479
4,1000,20,7.7,28,12,940,28,14,18,60,7.601982531,125,195,20.1088066,9.168300205,6.453560423,8.811716703,494,19,446,41,513,487
2,1000,20,7.7,28,13,941,29,13,17,59,7.809756514,84,193,19.84055488,9.006165946,6.880689186,8.918117536,530,14,411,45,544,456
3,1000,20,7.7,28,12,939,27,18,16,61,7.762697724,101,209,20.35017668,9.279937971,6.83260948,8.707787392,482,22,457,39,504,496
1,1000,20,7.7,28,11,959,24,10,7,41,7.100211205,96,203,20.17459165,8.751904165,6.306147222,7.907082671,495,9,464,32,504,496
6,1000,20,7.7,28,12,953,21,14,12,47,7.312859933,90,211,20.18676452,9.071948154,6.672332806,7.899396267,462,16,491,31,478,522
5,1000,20,7.7,28,13,952,23,16,9,48,7.207059128,89,206,20.25719406,8.692142533,6.392213795,7.971371418,472,12,480,36,484,516
7,1000,20,7.7,28,13,960,17,12,11,40,7.213752135,100,190,19.96739381,8.752833123,6.627352409,7.828991192,495,17,465,23,512,488
8,1000,20,7.7,28,13,945,23,17,15,55,7.703073779,96,213,20.17419177,9.000372492,6.967564318,8.503074676,504,17,441,38,521,479
4,1000,20,7.7,28,13,941,28,13,18,59,7.630174222,99,230,20.09453029,9.163950215,6.476624527,8.845309733,494,19,447,40,513,487
2,1000,20,7.7,28,14,942,28,13,17,58,7.832252349,84,203,19.85730023,9.0164956,6.915610444,8.925790061,530,14,412,44,544,456
3,1000,20,7.7,28,13,938,28,17,17,62,7.793084957,88,187,20.37484021,9.291658061,6.87456987,8.726414802,482,22,456,40,504,496
5,1000,20,7.7,28,14,953,22,16,9,47,7.256161681,95,236,20.27045285,8.689424211,6.49157363,7.973333418,472,12,481,35,484,516
6,1000,20,7.7,28,13,953,21,14,12,47,7.304200187,100,207,20.18626458,9.077032345,6.68631664,7.870001595,462,16,491,31,478,522
1,1000,20,7.7,28,12,960,23,10,7,40,7.115138783,99,193,20.19252562,8.740113576,6.364052366,7.878339497,495,9,465,31,504,496
7,1000,20,7.7,28,14,961,17,11,11,39,7.20708548,83,229,20.00038588,8.764354012,6.617869165,7.825279647,495,17,466,22,512,488
8,1000,20,7.7,28,14,945,23,18,14,55,7.720604941,87,201,20.18052108,9.001661891,7.016457854,8.486493525,503,18,442,37,521,479
4,1000,20,7.7,28,14,941,28,13,18,59,7.679616461,95,187,20.11366737,9.162740285,6.517183811,8.904109171,494,19,447,40,513,487
2,1000,20,7.7,28,15,943,27,14,16,57,7.81986257,99,219,19.86842419,9.014773177,6.911547167,8.903466911,531,13,412,44,544,456
3,1000,20,7.7,28,14,939,27,19,15,61,7.752535417,106,213,20.39604642,9.295827478,6.913454911,8.60514948,482,22,457,39,504,496
5,1000,20,7.7,28,15,955,20,16,9,45,7.286094857,87,204,20.26991431,8.733660107,6.555168262,7.971692671,472,12,483,33,484,516
6,1000,20,7.7,28,14,956,20,12,12,44,7.303268607,85,211,20.19730073,9.091305467,6.728067079,7.829985714,462,16,494,28,478,522
7,1000,20,7.7,28,15,961,17,10,12,39,7.26975968,108,192,19.99156238,8.771542292,6.686966822,7.881214481,495,17,466,22,512,488
1,1000,20,7.7,28,13,960,23,10,7,40,7.143244897,94,207,20.21053737,8.73550278,6.374416314,7.92447394,495,9,465,31,504,496
8,1000,20,7.7,28,15,945,25,18,12,55,7.688556011,81,227,20.18103673,9.004261166,6.96752568,8.472808207,503,18,442,37,521,479
4,1000,20,7.7,28,15,943,27,12,18,57,7.683937778,96,182,20.12113302,9.168086992,6.5293114,8.900207454,495,18,448,39,513,487
2,1000,20,7.7,28,16,943,28,13,16,57,7.845132528,100,203,19.91608735,9.019810764,6.973489412,8.884987472,531,13,412,44,544,456
3,1000,20,7.7,28,15,939,26,20,15,61,7.769166688,93,194,20.39829732,9.295006465,6.947695071,8.603887847,482,22,457,39,504,496
5,1000,20,7.7,28,16,954,21,16,9,46,7.319285988,94,201,20.28957212,8.75988294,6.572227218,8.020015532,472,12,482,34,484,516
6,1000,20,7.7,28,15,955,21,12,12,45,7.318839141,88,189,20.19522858,9.085556892,6.755763863,7.834452135,461,17,494,28,478,522
7,1000,20,7.7,28,16,961,17,10,12,39,7.293559399,80,195,19.99279074,8.761661156,6.683474295,7.933648688,495,17,466,22,512,488
1,1000,20,7.7,28,14,960,23,10,7,40,7.206571371,98,221,20.21148496,8.748928625,6.446875845,7.97852005,495,9,465,31,504,496
8,1000,20,7.7,28,16,945,26,17,12,55,7.696562193,95,208,20.19743085,8.998691358,7.008136113,8.445351312,503,18,442,37,521,479
2,1000,20,7.7,28,17,944,29,12,15,56,7.830392813,97,175,19.93299775,9.016744457,7.013890946,8.804465216,531,13,413,43,544,456
4,1000,20,7.7,28,16,943,26,13,18,57,7.720837726,103,193,20.12303696,9.171188636,6.545344798,8.959087977,495,18,448,39,513,487
3,1000,20,7.7,28,16,936,29,20,15,64,7.794447963,99,223,20.38740312,9.294214243,6.943077286,8.659550425,482,22,454,42,504,496
5,1000,20,7.7,28,17,955,20,16,9,45,7.326873907,89,211,20.30877971,8.766156419,6.584685341,8.023035274,472,12,483,33,484,516
7,1000,20,7.7,28,17,960,18,10,12,40,7.30796128,102,171,19.99441999,8.755070747,6.725600082,7.918963192,494,18,466,22,512,488
6,1000,20,7.7,28,16,954,22,11,13,46,7.359191791,106,235,20.20926584,9.094768932,6.763181502,7.904963665,461,17,493,29,478,522
1,1000,20,7.7,28,15,960,23,10,7,40,7.224173994,86,238,20.21660823,8.763867794,6.496243239,7.963845567,495,9,465,31,504,496
8,1000,20,7.7,28,17,946,25,17,12,54,7.717080097,90,201,20.19303008,8.988122052,7.064265876,8.427134813,503,18,443,36,521,479
2,1000,20,7.7,28,18,944,30,11,15,56,7.859176404,107,205,19.92938502,9.020657754,7.042724129,8.833189644,531,13,413,43,544,456
4,1000,20,7.7,28,17,944,25,13,18,56,7.7485712,107,231,20.13001245,9.173626203,6.545899998,9.01545072,496,17,448,39,513,487
3,1000,20,7.7,28,17,935,31,19,15,65,7.781792508,95,196,20.39352931,9.313324798,6.912739538,8.664862462,482,22,453,43,504,496
5,1000,20,7.7,28,18,955,20,16,9,45,7.335707687,109,204,20.33606742,8.781686537,6.591697893,8.033577339,472,12,483,33,484,516
7,1000,20,7.7,28,18,961,18,9,12,39,7.321267882,89,205,20.01979804,8.775048746,6.73925036,7.931909217,494,18,467,21,512,488
6,1000,20,7.7,28,17,955,21,11,13,45,7.39467282,109,208,20.22883999,9.089428535,6.813288431,7.927051628,461,17,494,28,478,522
2,1000,20,7.7,28,19,945,30,10,15,55,7.886523898,105,199,19.95528206,9.04292478,7.076819893,8.852486572,532,12,413,43,544,456
8,1000,20,7.7,28,18,946,25,17,12,54,7.725665777,81,215,20.20373128,9.000604286,7.129259012,8.374367081,503,18,443,36,521,479
1,1000,20,7.7,28,16,960,24,9,7,40,7.243376016,103,219,20.23063319,8.770146982,6.511207065,7.987354143,495,9,465,31,504,496
4,1000,20,7.7,28,18,944,25,13,18,56,7.751493362,97,218,20.14035098,9.203080011,6.555373956,9.011471299,496,17,448,39,513,487
3,1000,20,7.7,28,18,936,31,18,15,64,7.795753547,106,205,20.41118332,9.319204232,6.945760701,8.659455955,482,22,454,42,504,496
5,1000,20,7.7,28,19,958,19,14,9,42,7.343203028,92,196,20.33203963,8.789098694,6.62341319,8.018354736,472,12,486,30,484,516
7,1000,20,7.7,28,19,959,19,10,12,41,7.334613151,95,208,20.03887349,8.782344437,6.761897882,7.935494744,493,19,466,22,512,488
6,1000,20,7.7,28,18,956,20,11,13,44,7.414265323,95,190,20.26650812,9.100776979,6.862611678,7.919419428,461,17,495,27,478,522
2,1000,20,7.7,28,20,945,29,12,14,55,7.938014429,89,226,19.95641519,9.044055143,7.110890602,8.924758643,532,12,413,43,544,456
8,1000,20,7.7,28,19,946,25,17,12,54,7.75018326,101,210,20.23285688,9.009688459,7.183564762,8.366484382,503,18,443,36,521,479
4,1000,20,7.7,28,19,945,28,9,18,55,7.741700116,109,212,20.15873935,9.205585177,6.521302168,9.027252779,497,16,448,39,513,487
3,1000,20,7.7,28,19,936,32,17,15,64,7.796920105,101,192,20.41962123,9.324132121,6.922494764,8.68544908,483,21,453,43,504,496
1,1000,20,7.7,28,17,961,24,8,7,39,7.288560906,93,191,20.2659631,8.78410543,6.603282589,7.984892099,495,9,466,30,504,496
5,1000,20,7.7,28,20,960,17,14,9,40,7.326036978,95,226,20.34300844,8.782021857,6.634359632,7.974819604,472,12,488,28,484,516
7,1000,20,7.7,28,20,959,19,10,12,41,7.375864641,82,223,20.05091056,8.794083316,6.763221456,8.018637817,493,19,466,22,512,488
6,1000,20,7.7,28,19,956,20,11,13,44,7.47040236,95,215,20.26342932,9.120355773,6.90516853,7.987991959,462,16,494,28,478,522
2,1000,20,7.7,28,21,945,30,12,13,55,7.923482929,94,203,19.97566866,9.031542419,7.067828078,8.944264156,532,12,413,43,544,456
8,1000,20,7.7,28,20,944,28,16,12,56,7.773830772,100,195,20.24234035,9.014208763,7.205190757,8.392330664,501,20,443,36,521,479
4,1000,20,7.7,28,20,946,27,9,18,54,7.746998446,82,200,20.1659546,9.194221279,6.539337914,9.019133667,497,16,449,38,513,487
3,1000,20,7.7,28,20,935,33,18,14,65,7.84556186,106,223,20.45883006,9.311662042,6.961814599,8.74356311,483,21,452,44,504,496
5,1000,20,7.7,28,21,959,18,14,9,41,7.339855125,83,192,20.37353426,8.823198391,6.649613739,7.987290843,471,13,488,28,484,516
1,1000,20,7.7,28,18,964,21,8,7,36,7.299675852,82,210,20.27448271,8.776772766,6.636642828,7.973402957,495,9,469,27,504,496
7,1000,20,7.7,28,21,956,22,10,12,44,7.400566535,89,216,20.05068099,8.78567921,6.749121705,8.084049634,493,19,463,25,512,488
6,1000,20,7.7,28,20,956,20,11,13,44,7.464874995,100,237,20.26322283,9.132390851,6.878846781,8.001506194,462,16,494,28,478,522
2,1000,20,7.7,28,22,945,30,12,13,55,7.954628932,82,198,19.98244892,9.044129677,7.076317544,9.002439009,532,12,413,43,544,456
8,1000,20,7.7,28,21,943,29,17,11,57,7.775146662,95,199,20.24920451,9.010284748,7.197996237,8.40290318,501,20,442,37,521,479
3,1000,20,7.7,28,21,937,33,17,13,63,7.821542041,99,231,20.47286136,9.303350753,6.971935331,8.684852084,483,21,454,42,504,496
4,1000,20,7.7,28,21,946,27,9,18,54,7.763876131,104,214,20.1905752,9.1921977,6.56817291,9.023415663,497,16,449,38,513,487
5,1000,20,7.7,28,22,958,19,14,9,42,7.365903739,93,206,20.37833597,8.84797792,6.697710718,7.992658434,470,14,488,28,484,516
