[run number],initial-people,environment,healthy-treatment-chance,dep-treatment-chance,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]"
5,1000,30,7.7,28,0,942,32,12,14,58,7.233,98,311,30.0323924,8.867914028,6.475206612,7.94379845,467,17,475,41,484,516
2,1000,30,7.7,28,0,927,40,19,14,73,7.529,85,303,30.13054547,9.195267634,6.970588235,8.110204082,480,30,447,43,510,490
7,1000,30,7.7,28,0,944,29,20,7,56,7.315,112,301,29.89689833,8.843360509,6.43452381,8.209677419,491,13,453,43,504,496
6,1000,30,7.7,28,0,942,30,14,14,58,7.313,105,325,30.15195328,8.939169431,6.442528736,8.263598326,500,22,442,36,522,478
4,1000,30,7.7,28,0,941,25,16,18,59,7.208,92,302,29.98293309,9.027182339,6.272222222,8.306521739,524,16,417,43,540,460
3,1000,30,7.7,28,0,934,33,18,15,66,7.492,93,285,30.18448122,9.102394984,6.597701149,8.468619247,497,25,437,41,522,478
8,1000,30,7.7,28,0,935,43,10,12,65,6.993,90,300,29.95825679,8.967258279,5.871369295,8.036679537,469,13,466,52,482,518
1,1000,30,7.7,28,0,930,35,15,20,70,7.518,101,287,30.14131555,9.157379232,6.351515152,8.661386139,472,23,458,47,495,505
7,1000,30,7.7,28,1,943,30,21,6,57,7.355331835,107,305,29.9112983,8.877861427,6.484008478,8.240708794,491,13,452,44,504,496
5,1000,30,7.7,28,1,942,32,11,15,58,7.266890165,93,310,30.04322306,8.859712656,6.510557579,7.976318406,467,17,475,41,484,516
2,1000,30,7.7,28,1,928,38,20,14,72,7.525286918,88,312,30.14674438,9.207042024,6.951906236,8.122070893,482,28,446,44,510,490
3,1000,30,7.7,28,1,934,33,18,15,66,7.518092423,90,333,30.22781377,9.104631985,6.62961505,8.488354323,497,25,437,41,522,478
6,1000,30,7.7,28,1,944,29,13,14,56,7.328212938,121,287,30.18224388,8.952053519,6.464283262,8.271667522,501,21,443,35,522,478
8,1000,30,7.7,28,1,936,41,11,12,64,7.002251213,89,326,29.97272172,8.977451834,5.900300206,8.027618753,469,13,467,51,482,518
1,1000,30,7.7,28,1,932,33,15,20,68,7.501537681,93,315,30.17201056,9.166576542,6.333616818,8.646331399,473,22,459,46,495,505
4,1000,30,7.7,28,1,943,23,16,18,57,7.22136763,92,308,29.99499947,9.039358289,6.281410788,8.324795228,524,16,419,41,540,460
7,1000,30,7.7,28,2,941,32,21,6,59,7.375696183,83,320,29.91317468,8.882069416,6.485011213,8.280747039,491,13,450,46,504,496
2,1000,30,7.7,28,2,931,37,19,13,69,7.504361576,101,316,30.14506196,9.232504157,6.953338123,8.077875782,484,26,447,43,510,490
5,1000,30,7.7,28,2,942,32,11,15,58,7.285206774,81,317,30.07037055,8.873004775,6.53725743,7.986771663,467,17,475,41,484,516
3,1000,30,7.7,28,2,937,33,15,15,63,7.506460503,103,316,30.24384575,9.120561699,6.63520846,8.457911479,497,25,440,38,522,478
6,1000,30,7.7,28,2,944,29,13,14,56,7.355780475,79,321,30.18866036,8.955091257,6.504576167,8.285338318,501,21,443,35,522,478
8,1000,30,7.7,28,2,936,40,12,12,64,7.046541288,92,280,29.97838555,8.990062887,5.955130614,8.062101027,468,14,468,50,482,518
7,1000,30,7.7,28,3,942,32,21,5,58,7.385303547,103,289,29.92086991,8.893459709,6.507241388,8.277527999,491,13,451,45,504,496
4,1000,30,7.7,28,2,942,24,16,18,58,7.24851321,100,313,30.04593273,9.063328094,6.309926327,8.350332595,524,16,418,42,540,460
1,1000,30,7.7,28,2,933,32,15,20,67,7.517830257,84,315,30.17159368,9.164675125,6.298805925,8.712715494,474,21,459,46,495,505
2,1000,30,7.7,28,3,931,37,19,13,69,7.526371227,110,298,30.16031565,9.257449539,6.998945433,8.075324604,484,26,447,43,510,490
5,1000,30,7.7,28,3,942,32,11,15,58,7.289938218,94,304,30.07825401,8.875053789,6.560214869,7.974407405,466,18,476,40,484,516
3,1000,30,7.7,28,3,938,32,15,15,62,7.5257165,101,293,30.2622225,9.140813407,6.682258115,8.446815405,496,26,442,36,522,478
8,1000,30,7.7,28,3,938,41,10,11,62,7.026973178,80,310,30.01555235,8.993311511,5.924363452,8.052953656,469,13,469,49,482,518
7,1000,30,7.7,28,4,943,31,21,5,57,7.413323312,89,305,29.94553647,8.914557461,6.571861997,8.268356585,491,13,452,44,504,496
6,1000,30,7.7,28,3,946,28,12,14,54,7.361124487,84,312,30.21921828,8.962353924,6.515209207,8.284906446,502,20,444,34,522,478
4,1000,30,7.7,28,3,943,25,15,17,57,7.260239087,89,331,30.08703335,9.087612966,6.368956409,8.306527448,524,16,419,41,540,460
2,1000,30,7.7,28,4,933,38,18,11,67,7.503100355,103,295,30.19762374,9.253208814,6.998515745,8.028280254,485,25,448,42,510,490
1,1000,30,7.7,28,3,933,33,14,20,67,7.554553997,85,302,30.1815721,9.16646892,6.34632209,8.738860519,474,21,459,46,495,505
5,1000,30,7.7,28,4,941,31,13,15,59,7.331956935,89,336,30.08835696,8.888237956,6.635891227,7.984855776,465,19,476,40,484,516
3,1000,30,7.7,28,4,938,32,15,15,62,7.535600925,96,320,30.31010747,9.146165694,6.692180038,8.456658881,496,26,442,36,522,478
8,1000,30,7.7,28,4,938,42,8,12,62,7.039987404,101,286,30.01735204,9.000934576,5.936895496,8.066416555,468,14,470,48,482,518
6,1000,30,7.7,28,4,946,29,11,14,54,7.389323378,101,319,30.22094212,8.978016395,6.551837548,8.303899953,501,21,445,33,522,478
4,1000,30,7.7,28,4,945,24,14,17,55,7.278749549,85,316,30.08871855,9.110532949,6.390429594,8.321559932,525,15,420,40,540,460
7,1000,30,7.7,28,5,945,29,19,7,55,7.397117613,113,302,29.956498,8.923249141,6.546766772,8.26118379,491,13,454,42,504,496
2,1000,30,7.7,28,5,934,36,19,11,66,7.527244347,94,285,30.20325066,9.253992575,6.999332955,8.076703142,486,24,448,42,510,490
5,1000,30,7.7,28,5,941,31,13,15,59,7.368454461,96,305,30.12613832,8.907595035,6.655116109,8.037554775,465,19,476,40,484,516
3,1000,30,7.7,28,5,938,32,15,15,62,7.558179213,79,321,30.3052402,9.163351152,6.70138295,8.493843752,496,26,442,36,522,478
1,1000,30,7.7,28,4,932,33,15,20,68,7.582738128,78,285,30.20291134,9.184853691,6.326266093,8.814329528,474,21,458,47,495,505
8,1000,30,7.7,28,5,939,41,8,12,61,7.057455067,95,319,30.04314293,9.007045143,5.94381545,8.093698881,468,14,471,47,482,518
6,1000,30,7.7,28,5,942,33,11,14,58,7.403104379,90,296,30.26065115,8.983835536,6.618908993,8.259485115,498,24,444,34,522,478
7,1000,30,7.7,28,6,946,28,19,7,54,7.390728848,87,315,29.97882308,8.927616297,6.568734284,8.225981388,491,13,455,41,504,496
4,1000,30,7.7,28,5,948,22,13,17,52,7.247105401,111,312,30.11093175,9.112599275,6.430264012,8.206006162,525,15,423,37,540,460
5,1000,30,7.7,28,6,941,32,12,15,59,7.371967079,84,305,30.14035829,8.917979829,6.642152762,8.056521593,465,19,476,40,484,516
2,1000,30,7.7,28,6,935,34,20,11,65,7.553119625,90,300,30.20122827,9.262686671,7.034264771,8.093152228,486,24,449,41,510,490
3,1000,30,7.7,28,6,941,29,15,15,59,7.574464095,101,301,30.33573494,9.170352633,6.718659164,8.50904605,497,25,444,34,522,478
1,1000,30,7.7,28,5,934,31,15,20,66,7.603965945,104,315,30.23101753,9.226366771,6.320487524,8.862028952,476,19,458,47,495,505
8,1000,30,7.7,28,6,939,41,7,13,61,7.100909476,93,278,30.0516614,9.031090546,5.972027677,8.151336169,469,13,470,48,482,518
7,1000,30,7.7,28,7,948,25,20,7,52,7.425475264,95,325,29.96782766,8.923607044,6.612224349,8.25184313,492,12,456,40,504,496
6,1000,30,7.7,28,6,940,35,11,14,60,7.439822392,106,310,30.29151691,8.984237388,6.654991875,8.296896722,497,25,443,35,522,478
4,1000,30,7.7,28,6,949,21,12,18,51,7.279212602,97,315,30.11825592,9.124456333,6.493991713,8.200993645,525,15,424,36,540,460
5,1000,30,7.7,28,7,942,32,11,15,58,7.383626497,105,302,30.15795687,8.929411775,6.668657107,8.0542567,465,19,477,39,484,516
2,1000,30,7.7,28,7,935,33,21,11,65,7.605288903,97,300,30.22098122,9.297113218,7.065126151,8.167499113,486,24,449,41,510,490
3,1000,30,7.7,28,7,943,26,16,15,57,7.576186823,93,313,30.38675977,9.199827629,6.700063245,8.532957759,498,24,445,33,522,478
8,1000,30,7.7,28,7,940,41,7,12,60,7.091092603,90,280,30.0490051,9.037779056,5.965489925,8.138468068,469,13,471,47,482,518
1,1000,30,7.7,28,6,933,32,15,20,67,7.642231951,84,310,30.24495962,9.231966984,6.321270574,8.937035677,476,19,457,48,495,505
7,1000,30,7.7,28,8,949,25,18,8,51,7.45030122,86,316,29.96528203,8.954627032,6.655475326,8.257946887,492,12,457,39,504,496
6,1000,30,7.7,28,7,944,31,12,13,56,7.413710761,85,314,30.30354007,9.009985251,6.636916829,8.262008738,500,22,444,34,522,478
4,1000,30,7.7,28,7,949,20,13,18,51,7.294766287,106,310,30.1406438,9.152034214,6.523398348,8.200285172,525,15,424,36,540,460
5,1000,30,7.7,28,8,945,29,11,15,55,7.38246241,95,289,30.20545399,8.945183759,6.677635671,8.043578963,466,18,479,37,484,516
2,1000,30,7.7,28,8,935,33,21,11,65,7.595994836,96,296,30.24859965,9.324533415,7.090460922,8.122162787,486,24,449,41,510,490
3,1000,30,7.7,28,8,943,26,15,16,57,7.583970161,103,300,30.4195189,9.204167128,6.690724324,8.559439465,498,24,445,33,522,478
8,1000,30,7.7,28,8,941,39,8,12,59,7.098337009,102,293,30.06359086,9.041434236,6.000426915,8.119944471,469,13,472,46,482,518
6,1000,30,7.7,28,8,944,32,12,12,56,7.436103317,103,293,30.30642157,9.015958491,6.659529505,8.284160911,500,22,444,34,522,478
7,1000,30,7.7,28,9,952,25,15,8,48,7.437583591,91,305,29.98360552,8.987147627,6.657554291,8.23019401,493,11,459,37,504,496
4,1000,30,7.7,28,8,949,20,13,18,51,7.305491856,115,314,30.1454674,9.157807628,6.509456194,8.239968502,524,16,425,35,540,460
1,1000,30,7.7,28,7,933,33,15,19,67,7.667189044,97,309,30.27069093,9.247717428,6.393228551,8.915922596,476,19,457,48,495,505
5,1000,30,7.7,28,9,947,27,11,15,53,7.398522411,84,302,30.23466176,8.943740532,6.6917381,8.061475136,467,17,480,36,484,516
3,1000,30,7.7,28,9,943,26,15,16,57,7.615585862,106,296,30.42164105,9.231773861,6.713173521,8.601065448,498,24,445,33,522,478
2,1000,30,7.7,28,9,939,30,20,11,61,7.584417724,111,292,30.27784087,9.334785181,7.081887284,8.107459611,487,23,452,38,510,490
8,1000,30,7.7,28,9,942,38,8,12,58,7.084192096,83,296,30.09796399,9.062835232,5.964434434,8.126128762,471,11,471,47,482,518
6,1000,30,7.7,28,9,944,31,13,12,56,7.472139875,98,305,30.35093381,9.020118673,6.694358219,8.321516496,500,22,444,34,522,478
7,1000,30,7.7,28,10,952,25,15,8,48,7.438963023,104,313,29.9974117,8.996087771,6.684786707,8.205303474,492,12,460,36,504,496
4,1000,30,7.7,28,9,951,19,12,18,49,7.300126134,104,336,30.15672507,9.197904446,6.488852139,8.25249126,524,16,427,33,540,460
5,1000,30,7.7,28,10,947,29,10,14,53,7.425763981,108,296,30.2596601,8.94211861,6.712057724,8.095209384,467,17,480,36,484,516
1,1000,30,7.7,28,8,931,35,15,19,69,7.699972273,100,297,30.28908675,9.259532741,6.400445428,8.973765914,476,19,455,50,495,505
3,1000,30,7.7,28,10,943,26,15,16,57,7.63520651,112,279,30.41791392,9.257380646,6.714304026,8.640878261,498,24,445,33,522,478
2,1000,30,7.7,28,10,940,30,19,11,60,7.600398012,89,328,30.32553503,9.369854038,7.151989044,8.067109387,487,23,453,37,510,490
8,1000,30,7.7,28,10,944,37,8,11,56,7.093814794,118,324,30.10675609,9.09300843,5.972828204,8.136894979,472,10,472,46,482,518
6,1000,30,7.7,28,10,946,30,12,12,54,7.479718129,101,315,30.37011583,9.035129197,6.705909996,8.324755463,501,21,445,33,522,478
7,1000,30,7.7,28,11,954,23,15,8,46,7.458207836,97,310,30.01100338,9.004225528,6.735384767,8.192689343,492,12,462,34,504,496
4,1000,30,7.7,28,10,952,19,11,18,48,7.313261873,88,296,30.15780261,9.211486036,6.516746602,8.248301538,524,16,428,32,540,460
5,1000,30,7.7,28,11,947,29,10,14,53,7.449975564,85,300,30.27041887,8.949522609,6.712524058,8.141693643,468,16,479,37,484,516
3,1000,30,7.7,28,11,945,25,14,16,55,7.635699853,104,298,30.45155159,9.259142022,6.725471826,8.62971456,499,23,446,32,522,478
1,1000,30,7.7,28,9,931,35,15,19,69,7.742541609,102,305,30.30631917,9.258385967,6.433824609,9.025343422,476,19,455,50,495,505
2,1000,30,7.7,28,11,940,30,19,11,60,7.586857457,125,285,30.34999635,9.391325713,7.131850324,8.060436309,487,23,453,37,510,490
8,1000,30,7.7,28,11,944,37,8,11,56,7.118677118,107,304,30.13630501,9.098283453,6.017812329,8.143033929,472,10,472,46,482,518
6,1000,30,7.7,28,11,946,30,12,12,54,7.496493456,88,308,30.37054024,9.039892565,6.760690332,8.300027411,500,22,446,32,522,478
7,1000,30,7.7,28,12,956,21,15,8,44,7.456738731,101,293,30.02758113,9.015991829,6.7725405,8.151972418,492,12,464,32,504,496
4,1000,30,7.7,28,11,954,19,9,18,46,7.291636295,89,314,30.15657293,9.235810155,6.496644338,8.224887723,525,15,429,31,540,460
3,1000,30,7.7,28,12,947,23,14,16,53,7.658829545,87,297,30.47938116,9.277305414,6.728729636,8.674545347,500,22,447,31,522,478
5,1000,30,7.7,28,12,947,30,11,12,53,7.462698081,87,304,30.2887683,8.962892301,6.787371074,8.096144343,468,16,479,37,484,516
2,1000,30,7.7,28,12,940,30,19,11,60,7.618583435,108,345,30.36701721,9.393290124,7.163900659,8.091824692,487,23,453,37,510,490
1,1000,30,7.7,28,10,930,36,15,19,70,7.767164107,83,304,30.31904798,9.259167962,6.429374588,9.078462744,476,19,454,51,495,505
6,1000,30,7.7,28,12,947,30,12,11,53,7.501184712,117,273,30.3861037,9.058535597,6.756841043,8.314045371,500,22,447,31,522,478
8,1000,30,7.7,28,12,944,37,8,11,56,7.136893424,101,313,30.14385659,9.119635283,6.048995519,8.149184525,472,10,472,46,482,518
7,1000,30,7.7,28,13,955,22,15,8,45,7.456923392,100,306,30.07533566,9.008351298,6.740748313,8.184649683,492,12,463,33,504,496
4,1000,30,7.7,28,12,955,19,8,18,45,7.277447204,78,302,30.17628913,9.265472181,6.49090195,8.200782936,525,15,430,30,540,460
3,1000,30,7.7,28,13,946,25,14,15,54,7.658647386,96,314,30.51070317,9.274101477,6.750801504,8.65006067,499,23,447,31,522,478
5,1000,30,7.7,28,13,947,30,11,12,53,7.470748922,79,299,30.32348512,8.973071575,6.815362576,8.085491153,468,16,479,37,484,516
2,1000,30,7.7,28,13,940,30,19,11,60,7.654455656,104,323,30.41119441,9.411743579,7.184432047,8.143663902,487,23,453,37,510,490
6,1000,30,7.7,28,13,947,28,14,11,53,7.556966445,84,322,30.39313413,9.060915596,6.842771279,8.336903426,500,22,447,31,522,478
8,1000,30,7.7,28,13,945,36,8,11,55,7.151160284,94,302,30.15859532,9.140439178,6.036508265,8.188346139,472,10,473,45,482,518
1,1000,30,7.7,28,11,932,35,14,19,68,7.761220232,90,312,30.35027149,9.266334904,6.401299436,9.094211902,477,18,455,50,495,505
7,1000,30,7.7,28,14,956,22,13,9,44,7.480998446,97,302,30.0785927,9.02996609,6.75402569,8.219696568,492,12,464,32,504,496
4,1000,30,7.7,28,13,955,19,7,19,45,7.309935209,109,282,30.22474075,9.288086552,6.525485222,8.230811282,525,15,430,30,540,460
3,1000,30,7.7,28,14,947,24,14,15,53,7.703614339,111,301,30.5296217,9.295840521,6.782899021,8.709081694,500,22,447,31,522,478
5,1000,30,7.7,28,14,948,30,10,12,52,7.495503218,79,306,30.34245295,8.972398227,6.828354641,8.12127824,467,17,481,35,484,516
6,1000,30,7.7,28,14,945,30,14,11,55,7.60790164,94,299,30.39254154,9.078055299,6.897742317,8.383431278,499,23,446,32,522,478
2,1000,30,7.7,28,14,940,30,19,11,60,7.670630012,104,292,30.424778,9.43024207,7.177778545,8.183597866,487,23,453,37,510,490
8,1000,30,7.7,28,14,946,34,9,11,54,7.1581107,82,326,30.17029906,9.167167536,6.0400855,8.198435306,473,9,473,45,482,518
1,1000,30,7.7,28,12,931,36,14,19,69,7.786402256,102,301,30.365194,9.283909702,6.434754167,9.111285036,477,18,454,51,495,505
7,1000,30,7.7,28,15,957,21,12,10,43,7.521664104,99,314,30.10951095,9.045483774,6.799524921,8.255450693,493,11,464,32,504,496
4,1000,30,7.7,28,14,955,20,7,18,45,7.349973846,87,322,30.22750693,9.285756255,6.540758225,8.29992262,525,15,430,30,540,460
3,1000,30,7.7,28,15,948,24,13,15,52,7.749978282,89,308,30.56693201,9.307179514,6.805751691,8.781121128,501,21,447,31,522,478
5,1000,30,7.7,28,15,948,31,9,12,52,7.531317464,99,301,30.35461899,8.982029798,6.862517928,8.15864106,466,18,482,34,484,516
6,1000,30,7.7,28,15,945,30,13,12,55,7.640542771,108,320,30.40829497,9.084992399,6.91401588,8.433946615,499,23,446,32,522,478
2,1000,30,7.7,28,15,944,27,18,11,56,7.67025986,115,301,30.45071051,9.445528002,7.168628349,8.192366126,491,19,453,37,510,490
8,1000,30,7.7,28,15,946,34,9,11,54,7.171529216,102,305,30.19206915,9.193556811,6.095400421,8.172869137,472,10,474,44,482,518
7,1000,30,7.7,28,16,956,22,12,10,44,7.562404395,108,291,30.11012572,9.041199568,6.827293009,8.309372417,493,11,463,33,504,496
4,1000,30,7.7,28,15,955,20,7,18,45,7.380874689,91,334,30.25185254,9.303659436,6.55473454,8.350691385,524,16,431,29,540,460
1,1000,30,7.7,28,13,930,39,14,17,70,7.771988249,96,303,30.37774346,9.294921958,6.464047643,9.054029041,476,19,454,51,495,505
3,1000,30,7.7,28,16,948,24,13,15,52,7.749789483,97,305,30.58705226,9.325690521,6.795167349,8.792284785,501,21,447,31,522,478
5,1000,30,7.7,28,16,949,30,9,12,51,7.537791577,102,301,30.37247553,8.999544747,6.882565365,8.152383606,467,17,482,34,484,516
6,1000,30,7.7,28,16,944,32,12,12,56,7.687913783,98,308,30.44289201,9.098733585,7.013707934,8.424180421,499,23,445,33,522,478
8,1000,30,7.7,28,16,947,33,9,11,53,7.20064655,93,291,30.20782226,9.206349338,6.129955514,8.196926626,472,10,475,43,482,518
2,1000,30,7.7,28,16,944,27,18,11,56,7.694695432,107,318,30.45540999,9.448485753,7.160641324,8.250547666,491,19,453,37,510,490
7,1000,30,7.7,28,17,956,22,12,10,44,7.641334159,92,295,30.14427467,9.035398835,6.909646256,8.384823479,493,11,463,33,504,496
4,1000,30,7.7,28,16,954,20,8,18,46,7.410316417,99,320,30.30130791,9.309314377,6.585430895,8.378660291,523,17,431,29,540,460
3,1000,30,7.7,28,17,948,26,11,15,52,7.784097293,87,312,30.61319796,9.344799918,6.810684113,8.847113359,501,21,447,31,522,478
1,1000,30,7.7,28,14,932,37,14,17,68,7.789718445,92,320,30.40353208,9.312992683,6.461321584,9.091810417,478,17,454,51,495,505
5,1000,30,7.7,28,17,950,29,9,12,50,7.557995767,93,312,30.37784463,8.996882538,6.909977979,8.165826406,468,16,482,34,484,516
6,1000,30,7.7,28,17,944,32,12,12,56,7.713044215,89,298,30.44745311,9.111791582,7.047160339,8.440222841,498,24,446,32,522,478
8,1000,30,7.7,28,17,948,32,9,11,52,7.185154757,99,327,30.2182503,9.212535994,6.122769435,8.17370635,472,10,476,42,482,518
2,1000,30,7.7,28,17,945,26,18,11,55,7.726195997,100,288,30.48649367,9.462400967,7.194295917,8.279806285,491,19,454,36,510,490
7,1000,30,7.7,28,18,957,21,12,10,43,7.683054461,95,308,30.16103616,9.074093999,6.965886671,8.411789472,494,10,463,33,504,496
4,1000,30,7.7,28,17,954,21,7,18,46,7.442465455,76,302,30.2965092,9.319975198,6.639372238,8.385227059,522,18,432,28,540,460
3,1000,30,7.7,28,18,948,26,11,15,52,7.820817791,87,302,30.62553132,9.357160763,6.828516907,8.90446018,501,21,447,31,522,478
1,1000,30,7.7,28,15,931,38,15,16,69,7.815358466,102,301,30.4189786,9.340863175,6.526965105,9.078239088,477,18,454,51,495,505
5,1000,30,7.7,28,18,949,30,9,12,51,7.606524479,90,285,30.40538365,9.007849324,6.949610876,8.222699254,467,17,482,34,484,516
6,1000,30,7.7,28,18,946,30,12,12,54,7.704691814,93,329,30.46295383,9.102911721,7.018748704,8.453776131,500,22,446,32,522,478
8,1000,30,7.7,28,18,948,31,10,11,52,7.201290431,94,295,30.22673174,9.225937006,6.157076573,8.172933441,472,10,476,42,482,518
2,1000,30,7.7,28,18,945,26,18,11,55,7.737600855,105,318,30.50258214,9.454158898,7.211519964,8.285154434,491,19,454,36,510,490
7,1000,30,7.7,28,19,957,21,12,10,43,7.704098206,110,279,30.17336963,9.094907539,6.998061088,8.421523021,493,11,464,32,504,496
4,1000,30,7.7,28,18,955,21,7,17,45,7.463587596,97,288,30.30072924,9.315977832,6.682627265,8.380367116,523,17,432,28,540,460
3,1000,30,7.7,28,19,949,25,11,15,51,7.849609736,101,301,30.64944557,9.368334344,6.854364762,8.936467217,501,21,448,30,522,478
6,1000,30,7.7,28,19,945,30,13,12,55,7.724611906,110,330,30.52567224,9.116997604,7.067902583,8.441771458,500,22,445,33,522,478
5,1000,30,7.7,28,19,948,31,9,12,52,7.663873568,103,313,30.39337116,9.011249477,7.032741422,8.255865736,466,18,482,34,484,516
1,1000,30,7.7,28,16,930,39,15,16,70,7.830826618,87,329,30.45284022,9.360519592,6.578962158,9.057901683,476,19,454,51,495,505
8,1000,30,7.7,28,19,951,28,11,10,49,7.217508601,104,299,30.25351267,9.239917359,6.18125088,8.18174841,474,8,477,41,482,518
2,1000,30,7.7,28,19,947,25,18,10,53,7.735172959,112,304,30.55681351,9.470844989,7.209498908,8.282303093,493,17,454,36,510,490
7,1000,30,7.7,28,20,957,21,12,10,43,7.709392031,82,304,30.18945213,9.091118816,7.013010053,8.417005976,493,11,464,32,504,496
4,1000,30,7.7,28,19,955,21,7,17,45,7.487390327,111,309,30.30792476,9.340896189,6.709289465,8.400813078,523,17,432,28,540,460
3,1000,30,7.7,28,20,952,22,11,15,48,7.856962514,90,303,30.64893104,9.366329196,6.858728364,8.947084326,502,20,450,28,522,478
6,1000,30,7.7,28,20,943,32,13,12,57,7.757873759,83,296,30.53170595,9.121320158,7.093001452,8.4839477,500,22,443,35,522,478
5,1000,30,7.7,28,20,950,30,9,11,50,7.685502966,98,320,30.40950298,9.035817795,6.995101055,8.333089254,467,17,483,33,484,516
8,1000,30,7.7,28,20,950,29,11,10,50,7.239004816,92,335,30.26805565,9.229746376,6.232509432,8.175550714,474,8,476,42,482,518
2,1000,30,7.7,28,20,947,25,18,10,53,7.782347302,93,316,30.57974214,9.483671264,7.246607117,8.339954433,493,17,454,36,510,490
7,1000,30,7.7,28,21,957,22,12,9,43,7.715398573,102,312,30.22495233,9.102175683,7.040478675,8.401204276,493,11,464,32,504,496
1,1000,30,7.7,28,17,931,39,14,16,69,7.854357753,88,269,30.45944592,9.363107896,6.62893676,9.055512983,476,19,455,50,495,505
4,1000,30,7.7,28,20,956,22,6,16,44,7.498687682,106,308,30.29064334,9.350195261,6.728474907,8.402850504,523,17,433,27,540,460
3,1000,30,7.7,28,21,952,22,11,15,48,7.884796886,102,313,30.66851812,9.381514549,6.9028477,8.9571347,502,20,450,28,522,478
6,1000,30,7.7,28,21,942,33,12,13,58,7.765576978,118,290,30.55157499,9.133447934,7.107359584,8.48438342,500,22,442,36,522,478
5,1000,30,7.7,28,21,951,30,8,11,49,7.678199979,90,278,30.40323451,9.067015698,6.989850609,8.323861016,467,17,484,32,484,516
8,1000,30,7.7,28,21,951,29,10,10,49,7.250284115,90,283,30.28036945,9.233433887,6.25249785,8.17872616,474,8,477,41,482,518
2,1000,30,7.7,28,21,948,25,17,10,52,7.802403476,107,294,30.59898957,9.495005001,7.262492667,8.364351461,493,17,455,35,510,490
7,1000,30,7.7,28,22,956,23,11,10,44,7.75430144,97,315,30.24747824,9.111374888,7.086804487,8.432564472,493,11,463,33,504,496
4,1000,30,7.7,28,21,956,23,6,15,44,7.533107687,99,313,30.31211053,9.331877308,6.743718095,8.459782425,523,17,433,27,540,460
3,1000,30,7.7,28,22,953,20,12,15,47,7.931506981,96,336,30.69478358,9.40420598,6.9520443,9.001129407,503,19,450,28,522,478
